director_name,duration,gross,genre,movie_title,language,country,budget,imdb_score,,,,,,,,,,,,,,,,,,,,,,
Scott Derrickson,110,48056940,Horror,Sinister ,English,USA,3000000,6.8,,,,,,,,,,,,,,,,,,,,,,
David Raynr,113,19184015,Biography,Martin Lawrence Live: Runteldat ,English,USA,3000000,5.4,,,,,,,,,,,,,,,,,,,,,,
Charles Martin Smith,98,24629916,Comedy,Air Bud ,English,USA,3000000,5.1,,,,,,,,,,,,,,,,,,,,,,
Tom McLoughlin,86,19472057,Horror,Jason Lives: Friday the 13th Part VI ,English,USA,3000000,5.9,,,,,,,,,,,,,,,,,,,,,,
David Lean,161,27200000,Adventure,The Bridge on the River Kwai ,English,UK,3000000,8.2,,,,,,,,,,,,,,,,,,,,,,
Patrick Read Johnson,100,15369573,Adventure,Spaced Invaders ,English,USA,3000000,5.3,,,,,,,,,,,,,,,,,,,,,,
Adam Marcus,91,15935068,Fantasy,Jason Goes to Hell: The Final Friday ,English,USA,2500000,4.3,,,,,,,,,,,,,,,,,,,,,,
Michel Gondry,100,11694528,Comedy,Dave Chappelle's Block Party ,English,USA,3000000,7.2,,,,,,,,,,,,,,,,,,,,,,
Benny Boom,84,10017041,Action,Next Day Air ,English,USA,3000000,5.9,,,,,,,,,,,,,,,,,,,,,,
Nnegest Likké,99,7059537,Comedy,Phat Girlz ,English,USA,3000000,3,,,,,,,,,,,,,,,,,,,,,,
Richard Linklater,109,8114507,Drama,Before Midnight ,English,USA,3000000,7.9,,,,,,,,,,,,,,,,,,,,,,
Christopher Leitch,95,7888703,Comedy,Teen Wolf Too ,English,USA,3000000,3.2,,,,,,,,,,,,,,,,,,,,,,
Don Coscarelli,97,7282851,Action,Phantasm II ,English,USA,3000000,6.5,,,,,,,,,,,,,,,,,,,,,,
Patricia Cardoso,90,5844929,Comedy,Real Women Have Curves ,English,USA,3000000,7,,,,,,,,,,,,,,,,,,,,,,
Damien O'Donnell,96,4170647,Comedy,East Is East ,English,UK,1900000,6.9,,,,,,,,,,,,,,,,,,,,,,
Peter M. Cohen,82,4142507,Comedy,Whipped ,English,USA,3000000,4.4,,,,,,,,,,,,,,,,,,,,,,
Mira Nair,109,4109095,Crime,Kama Sutra: A Tale of Love ,English,USA,3000000,6,,,,,,,,,,,,,,,,,,,,,,
Anthony Hickox,98,3902679,Fantasy,Warlock: The Armageddon ,English,USA,3000000,5.3,,,,,,,,,,,,,,,,,,,,,,
Tom Schulman,95,3559990,Comedy,8 Heads in a Duffel Bag ,English,USA,3000000,5.3,,,,,,,,,,,,,,,,,,,,,,
Jill Sprecher,104,3287435,Drama,Thirteen Conversations About One Thing ,English,USA,4500000,7.1,,,,,,,,,,,,,,,,,,,,,,
Darren Stein,87,3071947,Comedy,Jawbreaker ,English,USA,3500000,5.4,,,,,,,,,,,,,,,,,,,,,,
Julian Schnabel,108,2961991,Biography,Basquiat ,English,USA,3300000,6.9,,,,,,,,,,,,,,,,,,,,,,
Gavin Hood,94,2912363,Crime,Tsotsi ,Zulu,UK,3000000,7.3,,,,,,,,,,,,,,,,,,,,,,
Todd Solondz,134,3000000,Comedy,Happiness ,English,USA,3000000,7.8,,,,,,,,,,,,,,,,,,,,,,
George Gallo,89,2223990,Comedy,DysFunktional Family ,English,USA,3000000,6.6,,,,,,,,,,,,,,,,,,,,,,
Kevin Smith,102,1821983,Comedy,Tusk ,English,USA,3000000,5.4,,,,,,,,,,,,,,,,,,,,,,
Chan-wook Park,120,2181290,Drama,Oldboy ,Korean,South Korea,3000000,8.4,,,,,,,,,,,,,,,,,,,,,,
David Nixon,110,2848578,Drama,Letters to God ,English,USA,3500000,6.3,,,,,,,,,,,,,,,,,,,,,,
Jason Eisener,86,703002,Action,Hobo with a Shotgun ,English,Canada,3000000,6.1,,,,,,,,,,,,,,,,,,,,,,
Enrique Begne,101,3105269,Action,Compadres ,English,Mexico,3000000,5,,,,,,,,,,,,,,,,,,,,,,
Leslye Headland,87,418268,Comedy,Bachelorette ,English,USA,3000000,5.3,,,,,,,,,,,,,,,,,,,,,,
Tim Heidecker,93,200803,Comedy,Tim and Eric's Billion Dollar Movie ,English,USA,3000000,5.3,,,,,,,,,,,,,,,,,,,,,,
Rupert Wyatt,111,33631221,Crime,The Gambler ,English,USA,25000000,6,,,,,,,,,,,,,,,,,,,,,,
Marco Kreuzpaintner,98,95016,Comedy,Summer Storm ,German,Germany,2700000,7.4,,,,,,,,,,,,,,,,,,,,,,
Kate Connor,100,73678,Drama,Fort McCoy ,English,USA,3000000,5.9,,,,,,,,,,,,,,,,,,,,,,
Deon Taylor,88,143000,Horror,Chain Letter ,English,USA,5000000,4.1,,,,,,,,,,,,,,,,,,,,,,
Jason Alexander,97,39852,Comedy,Just Looking ,English,USA,3000000,6.7,,,,,,,,,,,,,,,,,,,,,,
Xavier Gens,122,22000,Drama,The Divide ,English,Germany,3000000,5.8,,,,,,,,,,,,,,,,,,,,,,
Tim Burton,108,334185206,Adventure,Alice in Wonderland ,English,USA,200000000,6.5,,,,,,,,,,,,,,,,,,,,,,
Francesca Gregorini,96,5005,Drama,Tanner Hall ,English,USA,3000000,5.9,,,,,,,,,,,,,,,,,,,,,,
Kenneth Branagh,105,201148159,Drama,Cinderella ,English,USA,95000000,7,,,,,,,,,,,,,,,,,,,,,,
Walter Salles,113,5595428,Drama,Central Station ,Portuguese,Brazil,2900000,8,,,,,,,,,,,,,,,,,,,,,,
Susan Seidelman,105,3123749,Comedy,Boynton Beach Club ,English,USA,1500000,6.5,,,,,,,,,,,,,,,,,,,,,,
Heidi Ewing,93,100675,Documentary,Freakonomics ,English,USA,3000000,6.4,,,,,,,,,,,,,,,,,,,,,,
Alexandre Aja,89,3645438,Horror,High Tension ,French,France,2200000,6.8,,,,,,,,,,,,,,,,,,,,,,
Craig Brewer,116,22201636,Crime,Hustle & Flow ,English,USA,8000000,7.4,,,,,,,,,,,,,,,,,,,,,,
Billy Wilder,120,25000000,Comedy,Some Like It Hot ,English,USA,2883848,8.3,,,,,,,,,,,,,,,,,,,,,,
John Carl Buechler,88,19170001,Horror,Friday the 13th Part VII: The New Blood ,English,USA,2800000,5.3,,,,,,,,,,,,,,,,,,,,,,
Victor Fleming,102,22202612,Adventure,The Wizard of Oz ,English,USA,2800000,8.1,,,,,,,,,,,,,,,,,,,,,,
Mel Brooks,106,86300000,Comedy,Young Frankenstein ,English,USA,2800000,8,,,,,,,,,,,,,,,,,,,,,,
George A. Romero,95,952620,Horror,Diary of the Dead ,English,USA,2000000,5.7,,,,,,,,,,,,,,,,,,,,,,
Victor Nunez,113,9054736,Drama,Ulee's Gold ,English,USA,2700000,7.1,,,,,,,,,,,,,,,,,,,,,,
Mel Brooks,93,119500000,Comedy,Blazing Saddles ,English,USA,2600000,7.8,,,,,,,,,,,,,,,,,,,,,,
Joseph Zito,97,32600000,Horror,Friday the 13th: The Final Chapter ,English,USA,1800000,5.9,,,,,,,,,,,,,,,,,,,,,,
James Ivory,140,3130592,Drama,Maurice ,English,UK,2600000,7.8,,,,,,,,,,,,,,,,,,,,,,
Frank Sebastiano,86,475000,Comedy,Beer League ,English,USA,2800000,6,,,,,,,,,,,,,,,,,,,,,,
Rand Ravich,109,10654581,Drama,The Astronaut's Wife ,English,USA,34000000,5.3,,,,,,,,,,,,,,,,,,,,,,
Nacho Vigalondo,66,38108,Horror,Timecrimes ,Spanish,Spain,2600000,7.2,,,,,,,,,,,,,,,,,,,,,,
Michael Tiddes,86,40041683,Comedy,A Haunted House ,English,USA,2500000,5.1,,,,,,,,,,,,,,,,,,,,,,
Dinesh D'Souza,87,33349949,Documentary,2016: Obama's America ,English,USA,2500000,5.1,,,,,,,,,,,,,,,,,,,,,,
Rob Zombie,119,33386128,Horror,Halloween II ,English,USA,15000000,4.9,,,,,,,,,,,,,,,,,,,,,,
Tom Hanks,149,25809813,Comedy,That Thing You Do! ,English,USA,26000000,6.9,,,,,,,,,,,,,,,,,,,,,,
Tommy Lee Wallace,98,14400000,Horror,Halloween III: Season of the Witch ,English,USA,2500000,4.6,,,,,,,,,,,,,,,,,,,,,,
Leslie Small,75,32230907,Comedy,Kevin Hart: Let Me Explain ,English,USA,2500000,6.7,,,,,,,,,,,,,,,,,,,,,,
Gus Van Sant,104,6401336,Drama,My Own Private Idaho ,English,USA,2500000,7.1,,,,,,,,,,,,,,,,,,,,,,
Zach Braff,102,26781723,Comedy,Garden State ,English,USA,2500000,7.6,,,,,,,,,,,,,,,,,,,,,,
Richard Linklater,105,5400000,Drama,Before Sunrise ,English,USA,2500000,8.1,,,,,,,,,,,,,,,,,,,,,,
Alison Maclean,107,1282084,Drama,Jesus' Son ,English,USA,2500000,7,,,,,,,,,,,,,,,,,,,,,,
Jake Schreier,89,3325638,Comedy,Robot & Frank ,English,USA,2500000,7.1,,,,,,,,,,,,,,,,,,,,,,
Isabel Coixet,106,395592,Drama,My Life Without Me ,English,Spain,2000000,7.6,,,,,,,,,,,,,,,,,,,,,,
James Ponsoldt,95,6851969,Comedy,The Spectacular Now ,English,USA,2500000,7.1,,,,,,,,,,,,,,,,,,,,,,
Randall Miller,34,333658,Comedy,Marilyn Hotchkiss' Ballroom Dancing and Charm School ,English,USA,34000,7.1,,,,,,,,,,,,,,,,,,,,,,
Larry Charles,101,12995673,Comedy,Religulous ,English,USA,2500000,7.7,,,,,,,,,,,,,,,,,,,,,,
Joshua Tickell,112,173783,Documentary,Fuel ,English,USA,2500000,7.6,,,,,,,,,,,,,,,,,,,,,,
Tim Boxell,100,118666,Drama,Valley of the Heart's Delight ,English,USA,2500000,6.6,,,,,,,,,,,,,,,,,,,,,,
Rawson Marshall Thurber,92,114324072,Comedy,Dodgeball: A True Underdog Story ,English,USA,20000000,6.7,,,,,,,,,,,,,,,,,,,,,,
Michael D. Sellers,100,71904,Comedy,Eye of the Dolphin ,English,USA,2500000,5.7,,,,,,,,,,,,,,,,,,,,,,
Reed Cowan,80,99851,Documentary,8: The Mormon Proposition ,English,USA,2500000,7.1,,,,,,,,,,,,,,,,,,,,,,
James Dodson,106,115504,Comedy,The Other End of the Line ,English,UK,14000000,6.2,,,,,,,,,,,,,,,,,,,,,,
Stefan Ruzowitzky,103,5725,Horror,Anatomy ,German,Germany,8400000,6.1,,,,,,,,,,,,,,,,,,,,,,
Alex Rivera,90,75727,Drama,Sleep Dealer ,Spanish,USA,2500000,5.9,,,,,,,,,,,,,,,,,,,,,,
James Gunn,96,322157,Comedy,Super ,English,USA,2500000,6.8,,,,,,,,,,,,,,,,,,,,,,
Spike Lee,120,5731103,Drama,Get on the Bus ,English,USA,2400000,6.8,,,,,,,,,,,,,,,,,,,,,,
Robby Henson,101,978908,Drama,Thr3e ,English,Poland,2400000,5.1,,,,,,,,,,,,,,,,,,,,,,
Shane Meadows,101,327919,Crime,This Is England ,English,UK,1500000,7.7,,,,,,,,,,,,,,,,,,,,,,
Carmen Marron,105,178739,Drama,Go for It! ,English,USA,2450000,3.9,,,,,,,,,,,,,,,,,,,,,,
James Algar,120,76400000,Animation,Fantasia ,English,USA,2280000,7.8,,,,,,,,,,,,,,,,,,,,,,
Steve Miner,91,36200000,Horror,Friday the 13th Part III ,English,USA,4000000,5.7,,,,,,,,,,,,,,,,,,,,,,
Danny Steinmann,92,21300000,Horror,Friday the 13th: A New Beginning ,English,USA,2200000,4.7,,,,,,,,,,,,,,,,,,,,,,
Michael Landon Jr.,117,379643,Drama,The Last Sin Eater ,English,USA,2200000,5.9,,,,,,,,,,,,,,,,,,,,,,
Jon Gunn,120,12985267,Drama,Do You Believe? ,English,USA,2300000,5.9,,,,,,,,,,,,,,,,,,,,,,
William Wyler,172,23650000,Drama,The Best Years of Our Lives ,English,USA,2100000,8.1,,,,,,,,,,,,,,,,,,,,,,
Petter Næss,89,313436,Comedy,Elling ,Norwegian,Norway,15500000,7.6,,,,,,,,,,,,,,,,,,,,,,
Robert Fontaine,125,3330,Crime,Mi America ,English,USA,2100000,7.2,,,,,,,,,,,,,,,,,,,,,,
Terence Young,115,24800000,Action,From Russia with Love ,English,UK,2000000,7.5,,,,,,,,,,,,,,,,,,,,,,
Michael Herz,96,792966,Action,The Toxic Avenger Part II ,English,USA,2300000,5.1,,,,,,,,,,,,,,,,,,,,,,
David Robert Mitchell,100,14673301,Horror,It Follows ,English,USA,2000000,6.9,,,,,,,,,,,,,,,,,,,,,,
George Miller,87,9003011,Action,Mad Max 2: The Road Warrior ,English,Australia,2000000,7.6,,,,,,,,,,,,,,,,,,,,,,
Chia-Liang Liu,102,11546543,Action,The Legend of Drunken Master ,Cantonese,Hong Kong,2000000,7.6,,,,,,,,,,,,,,,,,,,,,,
Kimberly Peirce,118,11533945,Biography,Boys Don't Cry ,English,USA,2000000,7.6,,,,,,,,,,,,,,,,,,,,,,
Chris Kentis,86,12555230,Drama,Silent House ,English,France,2000000,5.3,,,,,,,,,,,,,,,,,,,,,,
Florian Henckel von Donnersmarck,137,11284657,Drama,The Lives of Others ,German,Germany,2000000,8.5,,,,,,,,,,,,,,,,,,,,,,
Alex Kendrick,129,34522221,Drama,Courageous ,English,USA,2000000,7,,,,,,,,,,,,,,,,,,,,,,
Sylvain Chomet,80,7002255,Animation,The Triplets of Belleville ,French,France,9500000,7.8,,,,,,,,,,,,,,,,,,,,,,
Chris Eyre,89,6719300,Comedy,Smoke Signals ,English,Canada,2000000,7.2,,,,,,,,,,,,,,,,,,,,,,
Richard Linklater,80,5792822,Drama,Before Sunset ,English,USA,2700000,8,,,,,,,,,,,,,,,,,,,,,,
Alejandro G. Iñárritu,115,5383834,Drama,Amores Perros ,Spanish,Mexico,2000000,8.1,,,,,,,,,,,,,,,,,,,,,,
Catherine Hardwicke,100,4599680,Drama,Thirteen ,English,USA,1500000,6.8,,,,,,,,,,,,,,,,,,,,,,
Debra Granik,100,6531491,Drama,Winter's Bone ,English,USA,2000000,7.2,,,,,,,,,,,,,,,,,,,,,,
Miranda July,91,3885134,Comedy,Me and You and Everyone We Know ,English,USA,2000000,7.4,,,,,,,,,,,,,,,,,,,,,,
Max Joseph,96,3590010,Drama,We Are Your Friends ,English,UK,2000000,6.1,,,,,,,,,,,,,,,,,,,,,,
David Ayer,116,3335839,Action,Harsh Times ,English,USA,2000000,7,,,,,,,,,,,,,,,,,,,,,,
Jerry Jameson,97,2557668,Crime,Captive ,English,USA,2000000,5.3,,,,,,,,,,,,,,,,,,,,,,
Steven Soderbergh,101,2506446,Comedy,Full Frontal ,English,USA,2000000,4.7,,,,,,,,,,,,,,,,,,,,,,
Kevin Tenney,98,7369373,Horror,Witchboard ,English,UK,2000000,5.7,,,,,,,,,,,,,,,,,,,,,,
Kenneth Branagh,150,4414535,Drama,Hamlet ,English,UK,18000000,7.8,,,,,,,,,,,,,,,,,,,,,,
John Cameron Mitchell,101,1984378,Comedy,Shortbus ,English,USA,2000000,6.5,,,,,,,,,,,,,,,,,,,,,,
Ari Folman,90,2283276,Animation,Waltz with Bashir ,Hebrew,Israel,1500000,8,,,,,,,,,,,,,,,,,,,,,,
Gary Rogers,120,1098224,Adventure,"The Book of Mormon Movie, Volume 1: The Journey ",English,USA,2000000,3.3,,,,,,,,,,,,,,,,,,,,,,
Charles Ferguson,102,1430185,Documentary,No End in Sight ,English,USA,2000000,8.3,,,,,,,,,,,,,,,,,,,,,,
Marielle Heller,102,1477002,Drama,The Diary of a Teenage Girl ,English,USA,2000000,6.9,,,,,,,,,,,,,,,,,,,,,,
David Sington,100,1134049,Documentary,In the Shadow of the Moon ,English,UK,2000000,8.1,,,,,,,,,,,,,,,,,,,,,,
Fenton Bailey,89,653621,Biography,Inside Deep Throat ,English,USA,2000000,6.8,,,,,,,,,,,,,,,,,,,,,,
Huck Botko,86,535249,Comedy,The Virginity Hit ,English,USA,3400000,4.6,,,,,,,,,,,,,,,,,,,,,,
David Duchovny,96,371081,Comedy,House of D ,English,USA,6000000,7,,,,,,,,,,,,,,,,,,,,,,
Lance Mungia,91,124494,Action,Six-String Samurai ,English,USA,2000000,6.7,,,,,,,,,,,,,,,,,,,,,,
Hue Rhodes,85,100669,Comedy,Saint John of Las Vegas ,English,USA,3800000,5.8,,,,,,,,,,,,,,,,,,,,,,
Roland Emmerich,129,186354,Drama,Stonewall ,English,USA,13500000,4.5,,,,,,,,,,,,,,,,,,,,,,
Noah Buschel,95,17580,Drama,The Missing Person ,English,USA,1500000,6.2,,,,,,,,,,,,,,,,,,,,,,
Hunter Richards,92,12667,Drama,London ,English,UK,14000,6.6,,,,,,,,,,,,,,,,,,,,,,
Laurie Collyer,96,198407,Drama,Sherrybaby ,English,USA,2000000,6.6,,,,,,,,,,,,,,,,,,,,,,
Bruce McCulloch,85,13973532,Comedy,Stealing Harvard ,English,USA,25000000,5.1,,,,,,,,,,,,,,,,,,,,,,
Ralph Ziman,119,4958,Action,Gangster's Paradise: Jerusalema ,English,South Africa,2000000,7.8,,,,,,,,,,,,,,,,,,,,,,
Orson Welles,92,7927,Crime,The Lady from Shanghai ,English,USA,2300000,7.7,,,,,,,,,,,,,,,,,,,,,,
Paul Bunnell,106,2436,Comedy,The Ghastly Love of Johnny X ,English,USA,2000000,5.7,,,,,,,,,,,,,,,,,,,,,,
Tim Hunter,99,4600000,Crime,River's Edge ,English,USA,1900000,7.1,,,,,,,,,,,,,,,,,,,,,,
Michael Polish,103,1420578,Drama,Northfork ,English,USA,1900000,6.4,,,,,,,,,,,,,,,,,,,,,,
Rodrigo Cortés,95,1028658,Drama,Buried ,English,Spain,3000000,7,,,,,,,,,,,,,,,,,,,,,,
Pascal Arnold,95,18435,Drama,One to Another ,French,France,1400000,5.8,,,,,,,,,,,,,,,,,,,,,,
Kimberly Peirce,100,35266619,Drama,Carrie ,English,USA,30000000,5.9,,,,,,,,,,,,,,,,,,,,,,
Wes Craven,101,26505000,Horror,A Nightmare on Elm Street ,English,USA,1800000,7.5,,,,,,,,,,,,,,,,,,,,,,
James Marsh,90,2957978,Biography,Man on Wire ,English,UK,1000000,7.8,,,,,,,,,,,,,,,,,,,,,,
Jamal Hill,89,444044,Drama,Brotherly Love ,English,USA,1900000,7.2,,,,,,,,,,,,,,,,,,,,,,
Daniel Stamm,87,40990055,Drama,The Last Exorcism ,English,France,1800000,5.6,,,,,,,,,,,,,,,,,,,,,,
Carlos Carrera,118,5709616,Drama,El crimen del padre Amaro ,Spanish,Mexico,1800000,6.8,,,,,,,,,,,,,,,,,,,,,,
Benh Zeitlin,93,12784397,Drama,Beasts of the Southern Wild ,English,USA,1800000,7.3,,,,,,,,,,,,,,,,,,,,,,
Maggie Greenwald,109,3050934,Drama,Songcatcher ,English,USA,1800000,7.3,,,,,,,,,,,,,,,,,,,,,,
Morgan Spurlock,90,638476,Comedy,The Greatest Movie Ever Sold ,English,USA,1500000,6.6,,,,,,,,,,,,,,,,,,,,,,
Khyentse Norbu,108,505295,Adventure,Travelers and Magicians ,Dzongkha,Australia,1800000,7.5,,,,,,,,,,,,,,,,,,,,,,
Tom Tykwer,81,7267324,Crime,Run Lola Run ,German,Germany,3500000,7.8,,,,,,,,,,,,,,,,,,,,,,
Lucky McKee,93,145540,Drama,May ,English,USA,500000,6.7,,,,,,,,,,,,,,,,,,,,,,
Todd Field,138,35918429,Crime,In the Bedroom ,English,USA,1700000,7.5,,,,,,,,,,,,,,,,,,,,,,
Steven R. Monroe,105,92401,Horror,I Spit on Your Grave ,English,USA,2000000,6.3,,,,,,,,,,,,,,,,,,,,,,
Mark Illsley,98,1943649,Comedy,"Happy, Texas ",English,USA,1700000,6.3,,,,,,,,,,,,,,,,,,,,,,
Pawel Pawlikowski,86,992238,Drama,My Summer of Love ,English,UK,1700000,6.8,,,,,,,,,,,,,,,,,,,,,,
Ritesh Batra,104,4231500,Drama,The Lunchbox ,Hindi,India,1000000,7.8,,,,,,,,,,,,,,,,,,,,,,
Sally Potter,100,396035,Drama,Yes ,English,UK,1000000,6.9,,,,,,,,,,,,,,,,,,,,,,
Dave Meyers,84,6026908,Comedy,Foolish ,English,USA,2000000,4.3,,,,,,,,,,,,,,,,,,,,,,
Nadine Labaki,95,1060591,Comedy,Caramel ,Arabic,France,1300000,7.2,,,,,,,,,,,,,,,,,,,,,,
Eytan Fox,90,155972,Comedy,The Bubble ,Hebrew,Israel,1500000,7.3,,,,,,,,,,,,,,,,,,,,,,
François Truffaut,123,26893,Crime,Mississippi Mermaid ,French,France,1600000,7.2,,,,,,,,,,,,,,,,,,,,,,
Adam Goldberg,111,2580,Drama,I Love Your Work ,English,USA,1650000,5.4,,,,,,,,,,,,,,,,,,,,,,
Zack Snyder,110,58885635,Action,Dawn of the Dead ,English,USA,26000000,7.4,,,,,,,,,,,,,,,,,,,,,,
Adrienne Shelly,108,19067631,Comedy,Waitress ,English,USA,2000000,7.1,,,,,,,,,,,,,,,,,,,,,,
Newt Arnold,92,11806119,Action,Bloodsport ,English,USA,1100000,6.8,,,,,,,,,,,,,,,,,,,,,,
Larry Clark,91,7417210,Drama,Kids ,English,USA,1500000,7,,,,,,,,,,,,,,,,,,,,,,
Noah Baumbach,88,7362100,Comedy,The Squid and the Whale ,English,USA,1500000,7.4,,,,,,,,,,,,,,,,,,,,,,
Charles Herman-Wurmfeld,97,7022940,Comedy,Kissing Jessica Stein ,English,USA,1000000,6.7,,,,,,,,,,,,,,,,,,,,,,
Atom Egoyan,103,5132222,Drama,Exotica ,English,Canada,2000000,7.2,,,,,,,,,,,,,,,,,,,,,,
Vincent Gallo,110,2365931,Comedy,Buffalo '66 ,English,USA,1500000,7.5,,,,,,,,,,,,,,,,,,,,,,
James Wan,103,53991137,Fantasy,Insidious ,English,USA,1500000,6.8,,,,,,,,,,,,,,,,,,,,,,
Fabián Bielinsky,114,1221261,Crime,Nine Queens ,Spanish,Argentina,1500000,7.9,,,,,,,,,,,,,,,,,,,,,,
Rebecca Miller,112,712294,Drama,The Ballad of Jack and Rose ,English,USA,1500000,6.7,,,,,,,,,,,,,,,,,,,,,,
Maggie Carey,104,3447339,Comedy,The To Do List ,English,USA,1500000,5.8,,,,,,,,,,,,,,,,,,,,,,
Roger Avary,99,418953,Crime,Killing Zoe ,English,France,1500000,6.5,,,,,,,,,,,,,,,,,,,,,,
Henry Bean,98,406035,Drama,The Believer ,English,USA,1500000,7.2,,,,,,,,,,,,,,,,,,,,,,
Brad Anderson,100,373967,Horror,Session 9 ,English,USA,1500000,6.5,,,,,,,,,,,,,,,,,,,,,,
Jeff Garlin,80,194568,Comedy,I Want Someone to Eat Cheese With ,English,USA,1500000,6.2,,,,,,,,,,,,,,,,,,,,,,
Charles Chaplin,87,163245,Comedy,Modern Times ,English,USA,1500000,8.6,,,,,,,,,,,,,,,,,,,,,,
Pete Jones,91,119841,Drama,Stolen Summer ,English,USA,1500000,6.5,,,,,,,,,,,,,,,,,,,,,,
Bruce Campbell,84,173066,Comedy,My Name Is Bruce ,English,USA,1500000,6.3,,,,,,,,,,,,,,,,,,,,,,
Mark Brown,90,92362,Comedy,The Salon ,English,USA,1500000,4.3,,,,,,,,,,,,,,,,,,,,,,
Adam Carolla,98,105943,Comedy,Road Hard ,English,USA,1500000,6.1,,,,,,,,,,,,,,,,,,,,,,
John Sayles,124,183490,Drama,Amigo ,English,USA,1700000,5.8,,,,,,,,,,,,,,,,,,,,,,
Bruce McDonald,95,3478,Fantasy,Pontypool ,English,Canada,1500000,6.7,,,,,,,,,,,,,,,,,,,,,,
James Mottern,90,52166,Drama,Trucker ,English,USA,2000000,6.7,,,,,,,,,,,,,,,,,,,,,,
Rob Zombie,101,1163508,Drama,The Lords of Salem ,English,USA,2500000,5.1,,,,,,,,,,,,,,,,,,,,,,
Christopher McQuarrie,130,80033643,Action,Jack Reacher ,English,USA,60000000,7,,,,,,,,,,,,,,,,,,,,,,
William Cottrell,83,184925485,Animation,Snow White and the Seven Dwarfs ,English,USA,2000000,7.7,,,,,,,,,,,,,,,,,,,,,,
Lucrecia Martel,106,304124,Drama,The Holy Girl ,Spanish,Argentina,1400000,6.7,,,,,,,,,,,,,,,,,,,,,,
Zak Penn,94,36830,Adventure,Incident at Loch Ness ,English,UK,1400000,6.6,,,,,,,,,,,,,,,,,,,,,,
Guy Ritchie,120,3650677,Comedy,"Lock, Stock and Two Smoking Barrels ",English,UK,960000,8.2,,,,,,,,,,,,,,,,,,,,,,
Thomas Vinterberg,105,1647780,Drama,The Celebration ,Danish,Denmark,1300000,8.1,,,,,,,,,,,,,,,,,,,,,,
Steve Buscemi,95,695229,Comedy,Trees Lounge ,English,USA,1300000,7.2,,,,,,,,,,,,,,,,,,,,,,
Ham Tran,135,638951,Drama,Journey from the Fall ,Vietnamese,USA,1592000,7.4,,,,,,,,,,,,,,,,,,,,,,
Rich Cowan,105,609042,Drama,The Basket ,English,USA,1300000,6.5,,,,,,,,,,,,,,,,,,,,,,
Boris Rodriguez,83,1521,Comedy,Eddie: The Sleepwalking Cannibal ,English,Canada,1500000,5.7,,,,,,,,,,,,,,,,,,,,,,
Harold Becker,111,32940507,Action,Mercury Rising ,English,USA,60000000,6.1,,,,,,,,,,,,,,,,,,,,,,
Jonathan Kesselman,87,19539,Comedy,The Hebrew Hammer ,English,USA,1000000,6.2,,,,,,,,,,,,,,,,,,,,,,
Arjun Sablok,97,100358,Comedy,Neal 'N' Nikki ,English,India,1500000,3.3,,,,,,,,,,,,,,,,,,,,,,
Steve Miner,87,19100000,Horror,Friday the 13th Part 2 ,English,USA,1250000,6.1,,,,,,,,,,,,,,,,,,,,,,
Youssef Delara,80,2833383,Drama,Filly Brown ,English,USA,427000,5.7,,,,,,,,,,,,,,,,,,,,,,
Steven Soderbergh,100,24741700,Drama,"Sex, Lies, and Videotape ",English,USA,1200000,7.2,,,,,,,,,,,,,,,,,,,,,,
James Wan,103,55153403,Horror,Saw ,English,USA,1200000,7.7,,,,,,,,,,,,,,,,,,,,,,
Jay Chandrasekhar,100,18488314,Comedy,Super Troopers ,English,USA,1200000,7.1,,,,,,,,,,,,,,,,,,,,,,
Claudia Sainte-Luce,89,11278,Comedy,The Amazing Catfish ,Spanish,Mexico,1300000,7,,,,,,,,,,,,,,,,,,,,,,
Scott Derrickson,104,79363785,Drama,The Day the Earth Stood Still ,English,USA,80000000,5.5,,,,,,,,,,,,,,,,,,,,,,
Mira Nair,114,13876974,Comedy,Monsoon Wedding ,Hindi,India,7000000,7.4,,,,,,,,,,,,,,,,,,,,,,
Kenneth Lonergan,111,9180275,Drama,You Can Count on Me ,English,USA,1200000,7.7,,,,,,,,,,,,,,,,,,,,,,
Paul McGuigan,110,22494487,Crime,Lucky Number Slevin ,English,Germany,27000000,7.8,,,,,,,,,,,,,,,,,,,,,,
Jamie Babbit,85,2199853,Comedy,But I'm a Cheerleader ,English,USA,1200000,6.6,,,,,,,,,,,,,,,,,,,,,,
David Boyd,113,2859955,Drama,Home Run ,English,USA,1200000,6,,,,,,,,,,,,,,,,,,,,,,
Quentin Tarantino,99,2812029,Crime,Reservoir Dogs ,English,USA,1200000,8.4,,,,,,,,,,,,,,,,,,,,,,
Sergio Leone,142,6100000,Western,"The Good, the Bad and the Ugly ",Italian,Italy,1200000,8.9,,,,,,,,,,,,,,,,,,,,,,
Anna Muylaert,112,375723,Comedy,The Second Mother ,Portuguese,Brazil,4000000,7.9,,,,,,,,,,,,,,,,,,,,,,
Steve Taylor,108,594904,Comedy,Blue Like Jazz ,English,USA,1200000,6,,,,,,,,,,,,,,,,,,,,,,
Kurt Voss,88,58936,Comedy,Down and Out with the Dolls ,English,USA,1200000,6.1,,,,,,,,,,,,,,,,,,,,,,
Léa Pool,97,24784,Documentary,"Pink Ribbons, Inc. ",English,Canada,1200000,7.4,,,,,,,,,,,,,,,,,,,,,,
